Arquivo,Tempo (s),Memória (B)
inputs/input_1.txt,1.0354712009429932,0
inputs/input_2.txt,0.6632289886474609,0
inputs/input_3.txt,0.6368966102600098,0
inputs/input_4.txt,0.6812393665313721,0
inputs/input_5.txt,0.7400112152099609,0
inputs/input_6.txt,0.6884188652038574,0
inputs/input_7.txt,0.7058792114257812,0
inputs/input_8.txt,0.7685649394989014,0
inputs/input_9.txt,0.7742190361022949,0
inputs/input_10.txt,0.9164950847625732,0
inputs/input_11.txt,0.8513858318328857,0
